CH3      CH3       0.00    0.00  
CH3   	 CH2       0.00    0.00
CH3   	 CH2NH   255.7	   0.00
CH2      CH3     0.00	   0.00
CH2   	 CH2     0.00	   0.00
CH2   	 CH2NH   255.7	   0.00
CH2NH    CH3      65.33	   0.00
CH2NH 	 CH2      65.33	   0.00
CH2NH 	 CH2NH   0.00      0.00



